n_id,mac_address,package_number,node_lat,node_long,x,y,z,rssi,snr,tx_power,bandwith,spreading_factor,coding_rate,gateway_lat,gateway_long
Node2,70b3d5499616b59e,6,45.22852,17.3583,-0.7177,0.5485,-0.5074,-54,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,6,45.22848,17.35825,0.3077,0.9016,-0.3580,-71,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,7,45.22852,17.3583,-0.7062,0.5568,-0.5070,-54,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,9,45.22848,17.35825,0.2900,0.9087,-0.3785,-65,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,10,45.22852,17.3583,-0.7136,0.5907,-0.4755,-77,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,10,45.22848,17.35825,0.1881,0.9297,-0.3835,-77,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,12,45.2285,17.35826,-0.1095,0.6957,-0.5902,-54,5.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,13,45.22852,17.3583,-0.4552,0.8167,-0.9208,-74,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,13,45.2285,17.35826,-0.0334,0.8776,-0.3445,-73,8.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,14,45.22852,17.3583,-0.4878,0.8538,-0.4364,-73,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,15,45.22852,17.3583,-0.5223,0.7284,-0.5345,-64,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,16,45.2285,17.35826,-0.3641,0.8578,0.3938,-73,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,18,45.22852,17.3583,-0.4917,0.7162,-0.4999,-62,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,19,45.2285,17.35826,0.2173,0.9686,-0.2556,-75,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,20,45.22852,17.3583,-0.6597,0.6486,-0.6902,-57,0.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,22,45.2285,17.35826,-0.2626,0.9429,0.2632,-60,1.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,25,45.2285,17.35826,-0.1279,0.9878,-0.2623,-67,8.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,28,45.22852,17.3583,-0.4808,0.6276,-0.8129,-57,-0.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,29,45.2285,17.35826,0.2792,0.8967,-0.3765,-73,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,30,45.22852,17.3583,-0.6094,0.6354,-0.5055,-68,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,31,45.22852,17.3583,-0.5013,0.7172,-0.5536,-73,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,32,45.2285,17.35826,0.1818,0.9385,-0.3817,-53,-1.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,34,45.22852,17.3583,-0.3771,0.9756,-0.6671,-61,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,35,45.2285,17.35826,0.2377,0.9618,-0.3101,-44,6.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,37,45.2285,17.35826,0.2299,0.9452,-0.3124,-49,6.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,38,45.2285,17.35826,0.2604,0.8885,-0.3444,-65,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,39,45.22852,17.3583,-0.6385,0.6111,-0.5068,-67,8.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,40,45.22852,17.3583,-0.7158,0.7062,-0.3741,-69,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,41,45.2285,17.35826,0.1931,0.9458,-0.3186,-51,6.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,43,45.22852,17.3583,-0.6245,0.5934,-0.5482,-78,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,44,45.2285,17.35826,0.2074,0.9176,-0.3970,-45,3.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,46,45.22852,17.3583,-0.5988,0.6633,-0.5184,-49,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,47,45.22852,17.3583,-0.6519,0.6895,-0.3998,-46,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,47,45.22848,17.35829,0.1853,0.8846,-0.4958,-44,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,48,45.22852,17.3583,-0.6343,0.6976,-0.4249,-46,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,48,45.22848,17.35828,0.2404,0.8667,-0.4492,-45,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,0,45.22851,17.35834,0.2963,0.8177,-0.4874,-36,3.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,2,45.22851,17.35834,0.3397,0.9531,-0.1924,-49,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,3,45.22855,17.35831,-0.6021,0.8826,-0.6331,-47,8.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,4,45.22851,17.35834,0.0870,0.9811,-0.5225,-47,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,4,45.22853,17.35831,-0.4813,0.5850,-0.5817,-42,1.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,5,45.22853,17.35831,-0.5724,0.7050,-0.4816,-44,3.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,8,45.22851,17.35831,0.3137,0.8612,-0.4506,-60,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,8,45.22854,17.35831,-0.4391,0.6993,-0.5670,-57,5.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,11,45.22851,17.35829,0.3047,0.8826,-0.4623,-68,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,11,45.22855,17.35831,-0.5803,0.6812,-0.4985,-53,5.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,17,45.22854,17.3583,-0.6084,0.7177,-0.4735,-63,9.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,20,45.22854,17.3583,-0.4525,0.7510,-0.5138,-56,7.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,21,45.22851,17.3583,0.2716,0.8923,-0.4443,-52,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,21,45.22853,17.3583,-0.3600,0.7869,-0.6938,-48,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,24,45.22853,17.3583,-0.2261,0.7433,-0.6577,-66,6.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,27,45.22852,17.3583,0.2271,0.9302,-0.3829,-79,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,27,45.22856,17.35831,-0.5875,0.7711,-0.4150,-79,7.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,30,45.22851,17.35828,0.1794,0.8374,-0.5336,-62,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,30,45.22856,17.35832,-0.6143,0.7214,-0.3523,-56,7.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,33,45.22851,17.35828,0.2885,0.8721,-0.4414,-61,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,33,45.22856,17.35832,-0.5154,0.8062,-0.3766,-70,7.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,36,45.22851,17.35828,0.3037,0.9730,-0.3776,-67,8.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,37,45.22851,17.35828,0.2369,0.9019,-0.3944,-75,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,37,45.22855,17.35833,-0.6034,0.7058,-0.4556,-74,8.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,40,45.22855,17.35833,-0.5699,0.7218,-0.4585,-73,7.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,42,45.22851,17.35827,0.3860,0.8378,-0.4333,-65,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,44,45.22855,17.35833,-0.5919,0.6990,-0.4783,-67,3.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,45,45.22851,17.35827,0.2576,0.8851,-0.3828,-67,3.0,6,1,10,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,46,45.22851,17.35827,0.1257,0.9232,-0.4907,-80,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,46,45.22855,17.35833,-0.4919,0.7816,-0.3864,-76,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,49,45.22855,17.35833,-0.5994,0.7100,-0.4574,-65,7.0,6,1,10,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,1,45.22855,17.35833,-0.6228,0.6831,-0.4597,-87,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,4,45.22856,17.35828,0.1339,0.9465,-0.5081,-71,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,7,45.22856,17.35828,0.2351,0.9274,-0.3407,-70,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,12,45.22856,17.35828,0.1508,0.8912,-0.3958,-60,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,14,45.22855,17.35833,-0.5845,0.6975,-0.4889,-83,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,16,45.22855,17.35833,-0.5081,0.6871,-0.5673,-61,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,15,45.22856,17.35828,0.2694,0.9161,-0.2886,-61,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,17,45.22857,17.35828,0.2214,0.9591,-0.3687,-62,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,20,45.22855,17.35833,0.1050,0.9603,-0.3439,-82,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,21,45.22857,17.35828,0.1445,0.9584,-0.0780,-45,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,23,45.22855,17.35833,-0.4592,0.9395,-0.5804,-61,6.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,23,45.22857,17.35828,0.4171,0.9298,-0.1669,-61,3.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,27,45.22855,17.35833,-0.5930,0.6703,-0.4470,-64,6.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,29,45.22855,17.35833,-0.5476,0.7079,-0.4938,-59,8.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,28,45.22857,17.35828,0.3624,0.8817,-0.1809,-59,8.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,31,45.22855,17.35833,-0.4427,0.6626,-0.5959,-54,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,30,45.22857,17.35828,0.2742,0.8997,-0.4568,-64,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,36,45.22858,17.3583,-0.4524,0.7466,-0.5353,-64,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,38,45.22859,17.35831,-0.4780,0.7430,-0.4908,-76,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,41,45.22859,17.35831,-0.4631,0.7029,-0.5035,-76,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,41,45.22855,17.35827,0.2174,0.9614,-0.2562,-68,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,44,45.22859,17.35831,-0.4241,0.7325,-0.5890,-71,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,42,45.22855,17.35827,0.2181,0.9559,-0.2384,-71,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,46,45.22859,17.35831,-0.3884,0.7618,-0.5802,-62,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,45,45.22855,17.35827,0.2185,0.9684,-0.2753,-60,7.0,6,1,8,"4
",45.22851,17.35531
Node2,70b3d5499616b59e,48,45.22859,17.35831,-0.4128,0.7511,-0.5656,-61,6.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,47,45.22855,17.35827,0.1674,1.0800,-0.1755,-78,7.0,6,1,8,"4
",45.22851,17.35531
Node1,70b3d5499aa0da7c,49,45.22855,17.35827,0.3135,0.8224,-0.5007,-73,8.0,6,1,8,"4
",45.22851,17.35531
